campus,requirement_key,curriculum,location,location_slug,location_term_id,program_group,kind,position,requirement,advisory
vancouver,arts,countries,Austria,austria,760,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Azerbaijan Attestat o Srednem Obrazovanii (Certificate of Complete Secondary Education). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Azerbaijan,azerbaijan,804,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Bahamas,bahamas,544,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Bahamas,bahamas,544,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Bahamas,bahamas,544,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Bahamas,bahamas,544,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Bahamas,bahamas,544,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Bahamas,bahamas,544,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Bahamas,bahamas,544,Arts,general,1,"General Certificate of Education – Advanced Level. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Bahamas,bahamas,544,Arts,general,2,"Standing in at least six academic subject areas, including English, with at least three academic A-Level subjects (or six at the Advanced Subsidiary Level)",False
vancouver,arts,countries,Bahamas,bahamas,544,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Bahrain,bahrain,759,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Bahrain,bahrain,759,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Bahrain,bahrain,759,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Bahrain,bahrain,759,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Bahrain,bahrain,759,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Bahrain,bahrain,759,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Bahrain,bahrain,759,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Tawjahiya (General Secondary School Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Bahrain,bahrain,759,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Higher Secondary Certificate (HSC)/Intermediate Certificate (IC). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Bangladesh,bangladesh,758,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Barbados,barbados,560,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Barbados,barbados,560,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Barbados,barbados,560,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Barbados,barbados,560,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Barbados,barbados,560,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Barbados,barbados,560,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Barbados,barbados,560,Arts,general,1,Caribbean Secondary Education Certificate (CSEC),False
vancouver,arts,countries,Barbados,barbados,560,Arts,general,2,Caribbean Advanced Proficiency Examination Certificate (CAPE),False
vancouver,arts,countries,Barbados,barbados,560,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",False
vancouver,arts,countries,Barbados,barbados,560,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Basic,basic,549,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Basic,basic,549,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Basic,basic,549,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Basic,basic,549,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Basic,basic,549,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Basic,basic,549,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Basic,basic,549,Arts,general,1,Graduation from a university-preparatory program at a senior secondary school,False
vancouver,arts,countries,Basic,basic,549,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Belize,belize,561,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Belize,belize,561,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Belize,belize,561,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Belize,belize,561,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Belize,belize,561,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Belize,belize,561,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Belize,belize,561,Arts,general,1,Caribbean Secondary Education Certificate (CSEC),False
vancouver,arts,countries,Belize,belize,561,Arts,general,2,Caribbean Advanced Proficiency Examination Certificate (CAPE),False
vancouver,arts,countries,Belize,belize,561,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",False
vancouver,arts,countries,Belize,belize,561,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Bermuda,bermuda,541,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Bermuda,bermuda,541,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Bermuda,bermuda,541,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Bermuda,bermuda,541,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Bermuda,bermuda,541,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Bermuda,bermuda,541,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Bermuda,bermuda,541,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bermuda Secondary School Certificate. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Bermuda,bermuda,541,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Bolivia,bolivia,540,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Bolivia,bolivia,540,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Bolivia,bolivia,540,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Bolivia,bolivia,540,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Bolivia,bolivia,540,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Bolivia,bolivia,540,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Bolivia,bolivia,540,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Bolivia,bolivia,540,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Botswana,botswana,757,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Botswana,botswana,757,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Botswana,botswana,757,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Botswana,botswana,757,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Botswana,botswana,757,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Botswana,botswana,757,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Botswana,botswana,757,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Standing in at least six academic subject areas (GCSE, AS Levels, A Levels), including English, with at least three academic A Levels or six AS Levels. A subject may not be counted at both A Level and GCSE. A Level and AS Level courses that are not sufficiently academic in content (as determined by UBC) cannot be used. A minimum grade of C in English Literature or English Language at the GCSE, AS, or A Level. If you studied British-patterned education, you may be eligible for first-year credit at UBC. Learn more about how first-year credit is granted to see if you are eligible.",False
vancouver,arts,countries,Botswana,botswana,757,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Brazil,brazil,708,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Brazil,brazil,708,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Brazil,brazil,708,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Brazil,brazil,708,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Brazil,brazil,708,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Brazil,brazil,708,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Brazil,brazil,708,Arts,general,1,"Certificado de Ensino Médio. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable.",False
vancouver,arts,countries,Brazil,brazil,708,Arts,general,2,Results from the Exame Nacional do Ensino Médio (ENEM).,False
vancouver,arts,countries,Brazil,brazil,708,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,general,1,Caribbean Secondary Education Certificate (CSEC),False
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,general,2,Caribbean Advanced Proficiency Examination Certificate (CAPE),False
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",False
vancouver,arts,countries,British Virgin Islands,british-virgin-islands,562,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Brunei,brunei,552,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Brunei,brunei,552,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Brunei,brunei,552,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Brunei,brunei,552,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Brunei,brunei,552,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Brunei,brunei,552,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Brunei,brunei,552,Arts,general,1,Brunei-Cambridge General Certificate of Education Ordinary Level (GCE O-Level),False
vancouver,arts,countries,Brunei,brunei,552,Arts,general,2,Brunei-Cambridge Advance Level Certificate of Education (GCE A-Level),False
vancouver,arts,countries,Brunei,brunei,552,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",False
vancouver,arts,countries,Brunei,brunei,552,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,general,1,General Certificate of Education O-Level,False
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,general,2,General Certificate of Education A-Level,False
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",False
vancouver,arts,countries,Cameroon - British,cameroon,553,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,general,1,Graduation from a university-preparatory program at a senior secondary school: Baccalauréat Général / Baccalauréat de l’Enseignement du second degré,False
vancouver,arts,countries,Cameroon - French,cameroon-french,583,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,general,1,Caribbean Secondary Education Certificate (CSEC),False
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,general,2,Caribbean Advanced Proficiency Examination Certificate (CAPE),False
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,general,3,"Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",False
vancouver,arts,countries,Cayman Islands,cayman-islands,563,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Chile,chile,756,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Chile,chile,756,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Chile,chile,756,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Chile,chile,756,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Chile,chile,756,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Chile,chile,756,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Chile,chile,756,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Licencia de Educación Media. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Chile,chile,756,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,China,china-2,537,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,China,china-2,537,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,China,china-2,537,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,China,china-2,537,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,China,china-2,537,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,China,china-2,537,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,China,china-2,537,Arts,general,1,Upper Middle School Report of Grades.,False
vancouver,arts,countries,China,china-2,537,Arts,general,2,Huikao or Academic proficiency test results provided by China Credentials Verification (CSSD).,False
vancouver,arts,countries,China,china-2,537,Arts,general,3,Gaokao examinations results provided by CSSD. UBC expects students to achieve a minimum provincial Tier 1 university cut-off score.,False
vancouver,arts,countries,China,china-2,537,Arts,general,4,"If you are not writing the Gaokao, you must submit three or more Advanced Placement (AP) exam results in three or more distinct subjects. Competitive results must be achieved in these examinations.",False
vancouver,arts,countries,China,china-2,537,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Colombia,colombia,536,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Colombia,colombia,536,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Colombia,colombia,536,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Colombia,colombia,536,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Colombia,colombia,536,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Colombia,colombia,536,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Colombia,colombia,536,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable.",False
vancouver,arts,countries,Colombia,colombia,536,Arts,general,2,"One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",False
vancouver,arts,countries,Colombia,colombia,536,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable.",False
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,general,2,"One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",False
vancouver,arts,countries,Costa Rica,costa-rica,755,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Vysvědčeni o maturitní zkoušce/Maturita (Secondary School Leaving Certificate) from an academic secondary school. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Czech Republic,czech-republic,754,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
vancouver,arts,countries,Denmark,denmark,753,Arts,minimum,1,No specific courses required beyond those needed for general admission,False
vancouver,arts,countries,Denmark,denmark,753,Arts,suggested_subjects,1,Language Arts,True
vancouver,arts,countries,Denmark,denmark,753,Arts,suggested_subjects,2,Mathematics and Computation,True
vancouver,arts,countries,Denmark,denmark,753,Arts,suggested_subjects,3,Second Languages,True
vancouver,arts,countries,Denmark,denmark,753,Arts,suggested_subjects,4,Social Studies,True
vancouver,arts,countries,Denmark,denmark,753,Arts,suggested_subjects,5,Visual and Performing Arts,True
vancouver,arts,countries,Denmark,denmark,753,Arts,general,1,"Graduation from a university-preparatory program at a senior secondary school: Studentereksamen (Upper Secondary School Leaving Certificate) Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",False
vancouver,arts,countries,Denmark,denmark,753,Arts,english_language,1,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,False
